student_id,name,class,attendance,quiz_1,quiz_2,assignment_1,assignment_2,lab_score,prior_gpa,support_needed,average_score,performance_consistency,low_performance_indicator
STU1046,Student_46,CS201,64.20233687407936,37.267255165094895,53.82505595442425,54.37150976990596,61.76926519794144,50.50104232400555,4.425088082133783,Yes,43.693202748917656,20.8472973566709,1
STU1047,Student_47,CS201,68.09041843560318,53.55725529600922,55.509507601331066,47.67428651704813,57.87826558395505,28.90278249080905,9.238611097433846,Yes,42.12678476443106,19.210117407704786,1
STU1048,Student_48,IT101,90.85683339328374,60.83257425365113,53.820025088003085,75.42745235076096,77.14380861147166,53.337067854935206,6.995617891978392,No,54.59275767513339,25.492082298652853,0
STU1049,Student_49,CS201,80.15427434352692,60.57033126381962,71.95080778476685,70.26388035510273,65.50291688568095,72.48163941481756,8.138234899860345,No,58.15130176734133,24.914671619367134,0
STU1050,Student_50,CS102,48.554397669559,29.58915782734288,43.1167486951288,44.80081850229447,42.02475703699511,54.26869454949986,9.295870385467842,Yes,37.182674499454826,15.77315782080546,1
STU1051,Student_51,CS101,79.86125954092192,56.94015710229033,54.90012212925416,63.089164563152856,74.47140927592227,30.571156693404024,5.442489454154301,Yes,47.56908320302966,25.178358317530247,1
STU1052,Student_52,IT101,69.22376579375525,46.84015138329858,54.65772545521763,53.96910623694558,52.83759902818597,22.429546986261755,6.43583849635868,Yes,39.5283279310447,20.27567692404491,1
STU1053,Student_53,CS101,64.84616999541062,56.75124810998487,51.83822404081344,46.18355518894587,50.85161112336334,69.65730416031779,7.067176956186443,Yes,47.058186596601956,21.175269613056823,1
STU1054,Student_54,CS201,84.17514433261302,62.13498771374482,65.32558343565508,60.37983815137967,68.99225445173636,65.48176695567474,6.324369718313358,No,54.77313340441734,23.92123398680978,0
STU1055,Student_55,IT101,90.46499283743928,67.90667834718754,62.87040944797627,70.32315313658113,64.71982356661115,47.61547583220828,10.0,No,53.905923388427404,22.935338926828518,0
STU1056,Student_56,CS301,88.96920178674299,56.781786514180894,60.751521845380005,74.44378301993616,68.33494973503784,71.79154585957788,6.214841859259811,No,56.38640480556209,25.465864629909447,0
STU1057,Student_57,CS102,62.41173715166042,39.123363282613376,46.64931546755802,55.63123007715508,50.077799380331015,10.787896989041368,6.6666798307697,Yes,34.82271417124476,20.949991631062908,1
STU1058,Student_58,CS201,70.36181436223178,44.68793321672811,61.02289492670678,50.638138667043165,65.9599031292623,49.30077140727583,7.806583547404465,Yes,46.56937081573677,20.566993012574795,1
STU1059,Student_59,CS201,79.96895147105346,60.70985466446289,64.32382704153203,75.9120351500948,70.07328416810846,61.22136912219193,5.696775710885866,No,56.32285764287932,25.46788937355569,0
STU1060,Student_60,CS102,89.63317690683539,57.083097368125536,63.902948680918286,69.27637455588162,77.92340824810866,79.31227762016472,6.906478932365604,No,59.0674309009274,26.8987321373684,0
STU1061,Student_61,CS102,67.81238643232065,50.416219188758944,56.0923629418214,54.10501242371959,63.410670609973415,33.71772967881899,7.976179891875263,Yes,44.28636245582794,20.343191476319895,1
STU1062,Student_62,CS301,72.21511535004274,73.03187695579258,33.59055311970066,52.376094519978274,60.39081609302592,51.78816239398218,7.000709393426233,Yes,46.36303541265098,23.178108793554067,1
STU1063,Student_63,CS201,58.40497538990958,48.51518530275725,50.51309478833269,32.56521103788075,51.9247380764953,30.073602270891413,7.359919711650077,Yes,36.82529186466791,17.2275627441153,1
STU1064,Student_64,CS201,57.05690063878994,37.14954660503179,32.86640785752488,50.68960954506717,47.90941421288833,42.85411156160706,6.706001831327444,Yes,36.36251526890778,15.95674341886336,1
STU1065,Student_65,CS101,87.18788733591298,76.74121675193311,62.23086950543688,76.17469613711539,76.42334249779081,45.418850278976805,5.22829453622885,No,57.03621161791366,28.20084214404777,0
STU1066,Student_66,IT101,95.34360042856234,60.90441400347814,60.8323644169092,73.59260212330763,75.48582950451758,58.95855963130302,7.982389817008858,No,56.29269324942074,24.70033267092405,0
STU1067,Student_67,IT101,73.91984817629499,29.14521529269718,45.86962032002615,59.63107290568435,44.80417154289706,37.0217891645043,10.0,Yes,37.74531153763484,16.965293400302652,1
STU1068,Student_68,CS101,90.05299346838036,49.41991693197495,77.99333781145715,76.68858187490315,75.33582039659302,74.76444897426056,7.527602446175157,No,60.28828473922733,28.00084757849443,0
STU1069,Student_69,IT101,80.42454037571451,33.728541204934494,56.55693986691805,51.7729290649639,79.80324581098157,70.1052855614264,7.837896175871324,Yes,49.96747294751595,26.003806369088835,0
STU1070,Student_70,CS102,65.32320368092314,42.28194453945301,51.255877124944966,48.80262136471555,61.57505886608825,42.661009120833725,8.539084132675288,Yes,42.519265858118466,18.075737012180024,1
STU1071,Student_71,IT101,80.4209340826262,56.51683734664511,59.93836088385351,70.72429801050347,76.12161071741625,56.90968091226479,5.596004255179951,No,54.30113202097718,25.145716808255017,0
STU1072,Student_72,IT101,98.07054849698956,93.31075295824108,78.23127693086506,66.15555362717355,95.48276801259264,40.23655303166435,10.0,No,63.902817426756116,33.280941454045454,0
STU1073,Student_73,CS101,74.46260941335073,55.77540639021552,56.41899290685453,61.75599649499205,63.95338555807714,47.6608855511792,7.803493194634203,Yes,48.89469334932544,20.910024568425662,0
STU1074,Student_74,CS301,98.4696548372101,65.6925453690782,61.21866098044028,65.41750966379745,85.64216757184748,67.94003212378007,9.947785348633664,No,59.3097835095962,25.63657654569215,0
STU1075,Student_75,IT101,35.703823438653835,29.43461897149909,30.33492104092337,30.228392124853173,28.14299650074197,43.7071431653333,6.400450506714016,Yes,28.04142038501082,12.047744669949513,1
STU1076,Student_76,IT101,87.32853756562835,32.1656943616325,61.18449914213336,69.55157819993163,71.46903890268074,41.708685459528034,10.0,Yes,47.67991601098438,24.177628000647506,1
STU1077,Student_77,CS301,76.30570602357257,56.11080449738672,45.35167144160489,48.72018746547759,69.55853535326008,75.75900980583074,8.662733241052175,Yes,50.69382363410204,23.717213062019677,0
STU1078,Student_78,CS101,70.51488974301199,57.51404394315814,49.86731796997668,64.62505851029903,68.42683411658889,63.41910012016751,8.329560128778537,No,52.0303191314948,22.368207998552936,0
STU1079,Student_79,CS301,76.37641164803253,36.52412138890274,68.74457349145452,55.49058245215552,63.85490928540794,57.750288464175256,7.851036681529722,Yes,48.36925196060428,22.69673717422878,1
STU1080,Student_80,CS101,45.18646628098661,39.38285692275743,37.73170131887726,32.487928582365534,36.374250135211575,47.52369543871777,7.127207072888326,Yes,33.437939911802985,13.812791432776521,1
STU1081,Student_81,CS102,71.70492168243732,53.834223936082125,51.27868386261497,58.80211720388527,60.9529691549181,55.529803931882405,9.30079748771081,Yes,48.28309926284894,19.406691804664014,1
STU1082,Student_82,CS101,80.35668857267619,51.24400776607488,57.46099717175477,73.5154202352397,73.13428363592357,62.50399085916951,7.71053980477207,No,54.26153991215575,24.417895072175458,0
STU1083,Student_83,CS102,97.16841067112274,77.24084870444415,69.75103132905022,67.86414936938021,68.56344129810009,66.98555758428051,4.549395444619272,No,59.159070621645746,27.006782241517833,0
STU1084,Student_84,CS102,67.22594672589528,69.95558427157107,64.38059497501861,54.19540601071032,41.70576087414905,63.50927800911428,5.8242203074394965,Yes,49.92847407466713,23.77137815841571,0
STU1085,Student_85,CS101,62.87259595660218,45.7259777054865,49.5557743044173,52.99415742176258,49.98033847338135,57.7983905928689,7.221231371710879,Yes,43.87931164493792,18.40375480078684,1
STU1086,Student_86,CS201,67.47364434623195,49.74380317627868,53.506880975337765,58.65555160087081,49.11600608678137,38.788205687955454,7.964998474748333,Yes,42.96257433366207,18.34969969568837,1
STU1087,Student_87,CS101,88.73103176553111,55.99778725052952,75.69008521286838,72.5504095370312,70.91259659882277,38.70008928976557,7.415117266650157,No,53.5443475259446,26.48621309324678,0
STU1088,Student_88,IT101,79.93126664489526,45.76251611607371,61.857121977877306,61.011313308729335,66.76034984133427,52.70698676114208,9.328456184690497,Yes,49.571124031641205,21.076549076734242,0
STU1089,Student_89,IT101,67.05359694349441,55.28906833599186,48.55322694389688,48.09358744581984,53.95636378857933,36.20842517317175,4.573347203942063,Yes,41.112336481900286,19.126942060793787,1
STU1090,Student_90,CS201,82.69901149670034,47.26971512354374,60.40046477983985,66.87161059480253,82.30592270537329,56.83862414240259,7.7153819047577405,No,53.56695320845329,25.30756719056682,0
STU1091,Student_91,CS102,76.4561632402206,54.340066255454566,56.79468667236876,52.96776706051845,67.48590386021976,72.44126867317135,4.773031161919268,No,51.46712061394203,24.14846997132039,0
STU1092,Student_92,CS201,89.52967485799334,56.25609501523832,66.81400667027367,45.468983993043295,78.79036080120648,54.48235870220684,8.639568443226253,No,51.74189560419915,24.015978691649803,0
STU1093,Student_93,IT101,64.46920359183972,49.760359699652014,53.04287241269677,54.38982916289721,58.81014295762689,44.57628465663443,7.358311928336996,Yes,44.65630013630738,18.88176474450544,1
STU1094,Student_94,CS201,70.08506780103347,52.56725715147414,52.92786394365404,62.40328770335102,51.5907880035057,49.872852921332985,8.129414958036177,Yes,46.24857744689235,19.184672944737372,1
STU1095,Student_95,CS101,69.11837770301764,59.13982605449015,56.90267263499867,38.962496505764896,65.93279314742219,60.11129762634621,6.204175559115351,Yes,47.87554358802291,22.361110788791745,1
STU1096,Student_96,CS201,53.04727577801822,33.07484596040883,39.357277365025816,37.0814743069865,44.68827551111836,13.294821416098948,9.419197397486627,Yes,29.48598199285418,14.587345018411835,1
STU1097,Student_97,CS102,79.44180415596864,52.39336014575095,60.2060452558623,68.47211647928576,72.85195252109828,45.96978970955542,9.062586996088276,Yes,51.4926418512735,23.030713640978718,0
STU1098,Student_98,CS101,78.91582908269834,43.65508784183534,43.41790544267709,79.36955934877814,58.6198044999285,58.5758059074665,8.375316454517831,Yes,48.668913249200564,23.73175889229411,0
STU1099,Student_99,CS301,75.07670184963692,47.550280401665226,63.187012350248615,60.217473778859045,52.1500882099466,70.57328529628242,7.3057241297048385,Yes,50.16397736111779,22.515852189467054,0
STU1100,Student_100,IT101,71.4811929993728,54.0823185038756,56.08763571130188,51.98110252488716,66.60538689921468,43.004480342149975,8.369785927942699,Yes,46.688451651562,20.246491935106963,1
STU1101,Student_101,IT101,53.769438869243785,43.7440351805845,45.69332351123143,42.03212719445614,47.72795593918737,17.45837000598414,6.439661148018977,Yes,33.8492454965771,17.42247581056208,1
STU1102,Student_102,CS201,68.69032015851961,38.58164940743681,31.62326919999383,64.39632626778447,52.19055112791091,56.59685963682634,8.783333488531069,Yes,42.02866485474724,20.20502284483271,1
STU1103,Student_103,CS101,69.85928225209845,58.01400438958248,66.9836974840158,51.37476641025816,53.30498604838383,40.02430548580149,9.97422134148588,Yes,46.61266352658794,19.991079560663685,1
STU1104,Student_104,CS301,62.96584096167572,56.87992034604387,46.345442888624966,45.34049309048234,60.60735958224418,29.094416342434645,9.10591583996878,Yes,41.22892468163313,19.197370379838347,1
STU1105,Student_105,CS101,72.58071432500986,55.30761011793703,62.47880578790844,54.56078449243358,53.06077069516111,41.74341315332441,6.405596295288886,Yes,45.59283009034224,20.328132095899093,1
STU1106,Student_106,IT101,81.06076285221808,79.56270903912345,52.366015364429686,57.120855858345,82.2172806951488,53.75098074512034,8.042125975909654,No,55.50999461301282,26.685518032599777,0
STU1107,Student_107,CS101,100.0,58.39316201344641,81.12773905062569,81.22670315994796,75.99379265352131,57.90510670923575,5.560287684362028,No,60.034465211856535,28.717246887523483,0
STU1108,Student_108,CS301,77.61866719247759,39.841801156852185,50.03752919302295,74.7054714102557,70.93098015482215,20.094447483334772,8.358585466763513,Yes,43.994802477508536,26.69693522475123,1
STU1109,Student_109,CS201,78.86325586084146,34.162928588459366,54.22819678109065,65.63851302658158,64.44217518835605,69.35339130443342,8.175905119293809,Yes,49.33351833470247,23.845223729205635,0
STU1110,Student_110,CS102,73.8833112635075,68.2982240139185,69.55398087621586,57.24217777620272,67.25736304607058,70.5567157838298,4.6952754907017535,No,56.26728949782321,25.717200505499747,0
STU1111,Student_111,CS101,46.21843177051438,36.88946540553525,33.78251967493392,35.626039494187474,36.77085741672759,38.37536718010298,5.757324234131454,Yes,31.200262234269776,12.557701591594155,1
STU1112,Student_112,CS102,74.60229186826174,51.599592731383765,57.57381796786716,48.02007179899218,62.197475698733705,35.24681261990898,7.075291654884349,Yes,43.61884374529502,20.141956896600608,1
STU1113,Student_113,IT101,75.90345314911539,56.32000503104408,63.53170438512565,67.42587067881382,64.82852584800304,50.07363656299501,7.04871037928876,No,51.5380754808784,22.703393051325346,0
STU1114,Student_114,CS201,100.0,53.11766429052435,79.95681887972604,79.22162802987198,74.97812544218527,69.86957369541084,5.685784596871792,No,60.47159915576504,28.585186498257997,0
STU1115,Student_115,CS201,72.11458552828316,76.93636841705504,55.17067884621708,56.3901450061497,66.63982176096408,59.11657171378191,8.083468094028275,No,53.72284230636601,23.77802213168611,0
STU1116,Student_116,CS101,79.52321013500419,57.20765957571938,62.54469465027349,89.01118451814327,63.51348958568809,66.2959633197148,7.877210413410768,No,57.74170034382497,26.810784831896527,0
STU1117,Student_117,CS201,74.47932345442135,53.357673961836106,73.7599692676519,61.80855021304878,61.60482823263188,41.19937285189797,7.208596302032221,Yes,49.82316513818315,23.487407927265952,0
STU1118,Student_118,CS101,57.46982943570702,46.48533321783293,42.77123783299919,41.65533320653949,43.13484612452565,41.17133473330956,6.366312749762455,Yes,36.93073297749488,15.088944542903743,1
STU1119,Student_119,CS101,92.14234221772531,71.14783713849313,70.95973038150086,69.78531502051047,54.711048398595146,72.92661705871122,9.073060689624846,No,58.100601447905944,24.928375995805286,0
STU1120,Student_120,CS102,86.27899549030161,63.292770151380594,73.77418720722684,78.93187060870561,71.68897781996614,85.51667435664739,9.983110669632442,No,63.86459846892651,27.4182335545645,0
STU1121,Student_121,CS201,86.8654792056457,50.506094088140166,74.75231339830066,70.47631221363487,94.79295679853251,73.04529508102917,6.774657774230194,No,61.72460489231127,30.375447871730113,0
STU1122,Student_122,CS101,61.35918817807892,47.29076907148284,53.30291272275537,40.26219363006691,56.96957816601333,52.63460727742445,6.581749624267768,Yes,42.84030174866845,18.687787478906973,1
STU1123,Student_123,CS102,96.04191466404149,94.34232567774266,78.16592334577822,85.66198242035213,81.45064708975048,68.83951423406224,8.236811498117994,No,69.44953404430062,31.14439352474694,0
STU1124,Student_124,CS301,53.97223405811579,48.672862686314666,34.31012267564025,39.571664349567,44.457518412822346,53.00569006354774,6.962955930379521,Yes,37.83013568637859,16.492365391428596,1
STU1125,Student_125,CS102,83.80285640700406,78.68903800017593,76.54076512046318,82.74105558039514,71.42069854489175,65.5298580350481,7.290904199005149,No,63.702053246663205,28.273881717605477,0
STU1126,Student_126,CS102,100.0,62.33176485353222,63.53654606981312,90.80048065714648,90.4711911517521,52.77824179652859,8.609479727587008,No,61.42128404272659,30.252690656508523,0
STU1127,Student_127,CS101,60.14195512303968,33.17185328269748,46.926575199184384,45.42328276100557,44.01902271988226,58.97965133898592,4.635965868739061,Yes,38.85939186174911,18.67191326322993,1
STU1128,Student_128,IT101,66.50553405595842,45.29904489439871,44.86279871886388,61.72389497192819,63.94055988897407,55.836759811092726,9.477453487279003,Yes,46.856751962089426,19.985711049846156,1
STU1129,Student_129,IT101,76.49477047631461,54.1857389897207,56.88045304709984,61.71487555138637,70.49284785763962,46.76822919199488,7.609020786494012,Yes,49.608527570722565,22.03894790947296,0
STU1130,Student_130,IT101,67.44786518825701,58.283637935974326,52.80333116410432,59.71006853817941,62.17469481078639,40.74535022700761,6.882760283156729,Yes,46.76664049320147,20.980958838151942,1
STU1131,Student_131,CS102,51.74004853400801,23.08280366127511,40.467740192921084,43.90004877649066,46.24771685460684,39.28700059372218,7.366148768667826,Yes,33.39190980794728,15.126996645928353,1
STU1132,Student_132,CS101,76.0284446220904,70.66331099943507,60.229131336396605,54.3880376902212,64.77332032609264,60.262955146822456,7.443644032530778,No,52.96006658858312,22.947388234425876,0
STU1133,Student_133,CS201,59.06544429410843,39.94588999614393,53.83054052751717,43.45119975816376,54.17991243505848,43.67644207093559,4.903198044832612,Yes,39.99786380544193,18.163530394797764,1
STU1134,Student_134,CS102,82.10388645952773,52.2154312868667,65.3016077243463,74.1394877700668,74.64732753478316,62.58465091731357,9.742407341179854,No,56.43848542909273,24.32930577231903,0
STU1135,Student_135,CS102,61.20863648649295,33.55361622179177,44.41202789134265,46.91779502843894,49.86030609577814,63.65646013714078,7.561988448405928,Yes,40.99369897048304,19.036971671280664,1
STU1136,Student_136,CS101,98.24901607526309,44.3861052892247,83.15882362595907,74.63340642482865,77.87608268335892,89.82992333053683,8.164503195671063,No,63.0081407582632,31.100692356930296,0
STU1137,Student_137,CS301,63.251200614956446,52.08581959244541,54.96194411327162,44.5596955041351,54.4077738192642,46.68742643596049,8.927324655861064,Yes,43.604997353489644,17.496047360783773,1
STU1138,Student_138,CS102,70.16907725691486,49.890052195434855,44.01279718053214,59.10761736149034,70.51304713665601,62.32853305276539,5.96825631365955,Yes,48.63671720675638,22.887675383934255,0
STU1139,Student_139,CS301,87.20275826054504,44.16870850653039,70.61156208300378,87.74799280234706,63.31698904374549,43.03414431087226,8.210207848552843,No,52.848267432508635,27.59466513339484,0
STU1140,Student_140,CS301,56.53703525349067,28.59293754861226,46.3669992451998,39.194113602047,39.75952719694368,44.07544780767552,7.09853836365181,Yes,34.18126062735501,14.610517571490858,1
STU1141,Student_141,IT101,78.41189901906193,50.93890192341082,56.475672326574255,62.91942857434163,67.942035210736,83.26255867130739,8.77015616282474,No,55.05145881153246,25.23821921826546,0
STU1142,Student_142,CS101,94.60714131423644,89.9102022148989,83.97052487507035,89.04632801669484,80.89750411716588,62.0992591522904,4.309158869472757,No,68.37216287426553,32.969437716035216,0
STU1143,Student_143,CS301,50.88775148158159,33.63992301086326,37.40221446905279,40.30492405272933,44.13668551313286,26.99458909572218,7.351358549638096,Yes,31.638282448523086,13.266263931977058,1
STU1144,Student_144,CS101,77.76950787798457,36.90385235445087,59.30373280724287,65.73367949960983,68.00129371094735,44.29612912287235,6.595769016324057,Yes,46.8057427519079,23.172852682534064,1
STU1145,Student_145,IT101,78.89824191372635,52.32046498177746,57.8081751692149,54.73649537185011,65.3024790784808,38.034743144122814,8.148394425951233,Yes,46.05845869523288,20.612919177881885,1
STU1146,Student_146,CS101,86.72734307665965,57.16125156387212,65.18062024793528,73.09646811749731,86.63943137286216,47.09707710572467,8.205066281052304,No,56.22998578149065,27.129307528126162,0
STU1147,Student_147,CS102,56.44573933682877,16.677853465511866,36.14629872298699,44.1002418293801,38.942457569066704,35.32929682474077,6.43856115776696,Yes,29.605784928242233,14.674135852756704,1
STU1148,Student_148,CS301,55.193150803735854,38.18569984927716,33.44676854999391,49.59507507332114,42.341442060261215,23.119671071758248,6.431739203735935,Yes,32.1867326347246,15.422549076870915,1
STU1149,Student_149,CS101,82.82912348425347,55.111170731062536,75.32898829100296,76.09831337625647,69.54950483374321,58.23911702124343,7.334001947164006,No,56.9435160334121,25.806909013341812,0
STU1150,Student_150,CS201,79.45477009849779,63.91587656755261,52.86156565257869,84.13913446199999,54.480635661855295,69.95638415061653,6.155036659027187,No,55.25143885893838,26.6179232645201,0
STU1151,Student_151,CS101,78.75739275518815,76.97301913213812,51.2600969023292,67.57095395182228,65.55880040215129,40.83167292747565,8.76297554317819,No,51.82625314318246,24.675840419894072,0
STU1152,Student_152,CS301,80.19672314245463,69.68972976621015,42.878059281003374,66.77015821414085,81.49166096012024,80.50602463953446,6.946189199328831,No,58.04697034338965,28.66041237647944,0
