Roll No,name,class,Attendance_Percent,quiz_1,quiz_2,assignment_1,assignment_2,lab_score,prior_gpa,At Risk
STU1036,Student_36,CS301,56%,,51.438022044849625,36.30992786573974,63.828023602827486,36.33556890563919,8.170308751204047,Yes
STU1037,Student_37,IT101,78%,,49.02244623677386,66.51927248630942,69.47907270461472,69.94175630192483,6.986176198713353,Yes
STU1038,Student_38,CS301,45%,,27.525437059139687,34.05457909665504,36.44307994488739,40.30067715658288,7.755695656494856,Yes
STU1039,Student_39,IT101,55%,,42.54412492800059,37.61819197473438,46.67477170210042,24.831919160670036,6.055901152073082,Yes
STU1040,Student_40,CS102,77%,,66.62712577201184,39.972212597246894,52.4695177671888,55.42349783257193,7.19008308045593,Yes
STU1041,Student_41,IT101,86%,,79.05249319578807,68.62475891531768,67.18556676678368,48.038198243003436,8.415324254383833,No
STU1042,Student_42,CS101,77%,,54.61830388078065,75.80386791423894,62.76012025741282,34.77478982212996,7.735459441452651,Yes
STU1043,Student_43,CS101,73%,,62.851941695419846,70.78348205830399,58.43573629960161,48.105730225949536,6.620203095654096,Yes
STU1044,Student_44,CS101,70%,,52.59116246708243,53.16498378667873,60.9847774989739,44.98982529236438,7.8363246064361896,Yes
STU1045,Student_45,CS201,52%,,38.70477274746068,39.07672132404157,40.55464406296416,62.612405327977754,8.571914685954926,Yes
STU1046,Student_46,CS201,64%,,53.82505595442425,54.371509769905956,61.769265197941436,50.50104232400555,4.425088082133783,Yes
STU1047,Student_47,CS201,68%,53.55725529600922,55.509507601331066,47.674286517048124,57.87826558395505,28.902782490809052,9.238611097433846,Yes
STU1048,Student_48,IT101,90%,60.83257425365113,53.820025088003085,75.42745235076096,77.14380861147166,53.337067854935206,6.995617891978392,No
STU1049,Student_49,CS201,80%,60.57033126381962,71.95080778476685,70.26388035510273,65.50291688568095,72.48163941481756,8.138234899860345,No
STU1050,Student_50,CS102,48%,29.589157827342877,43.1167486951288,44.80081850229447,42.02475703699511,54.26869454949986,9.295870385467842,Yes
STU1051,Student_51,CS101,79%,56.94015710229033,54.90012212925416,63.089164563152856,74.47140927592227,30.571156693404024,5.442489454154301,Yes
STU1052,Student_52,IT101,69%,46.84015138329858,54.65772545521763,53.96910623694558,52.83759902818597,22.429546986261755,6.43583849635868,Yes
STU1053,Student_53,CS101,64%,56.75124810998487,51.838224040813444,46.18355518894587,50.85161112336334,69.65730416031779,7.067176956186443,Yes
STU1054,Student_54,CS201,84%,62.13498771374482,65.32558343565508,60.37983815137967,68.99225445173636,65.48176695567474,6.324369718313358,No
STU1055,Student_55,IT101,90%,67.90667834718754,62.87040944797627,70.32315313658113,64.71982356661115,47.615475832208276,10.0,No
STU1056,Student_56,CS301,88%,56.781786514180894,60.751521845380005,74.44378301993616,68.33494973503784,71.79154585957788,6.214841859259811,No
STU1057,Student_57,CS102,62%,39.123363282613376,46.64931546755802,55.63123007715508,50.077799380331015,10.787896989041368,6.6666798307697,Yes
STU1058,Student_58,CS201,70%,44.68793321672811,61.02289492670678,50.638138667043165,65.9599031292623,49.30077140727583,7.806583547404465,Yes
STU1059,Student_59,CS201,79%,60.70985466446289,64.32382704153203,75.9120351500948,70.07328416810846,61.22136912219193,5.696775710885866,No
STU1060,Student_60,CS102,89%,57.083097368125536,63.902948680918286,69.27637455588162,77.92340824810866,79.31227762016472,6.906478932365604,No
STU1061,Student_61,CS102,67%,50.416219188758944,56.0923629418214,54.10501242371959,63.410670609973415,33.71772967881899,7.976179891875263,Yes
STU1062,Student_62,CS301,72%,73.03187695579258,33.59055311970066,52.376094519978274,60.39081609302592,51.788162393982184,7.000709393426233,Yes
STU1063,Student_63,CS201,58%,48.51518530275725,50.51309478833269,32.56521103788075,51.9247380764953,30.073602270891413,7.359919711650077,Yes
STU1064,Student_64,CS201,57%,37.14954660503179,32.86640785752488,50.689609545067164,47.90941421288833,42.85411156160706,6.706001831327444,Yes
STU1065,Student_65,CS101,87%,76.74121675193311,62.23086950543688,76.17469613711539,76.42334249779081,45.418850278976805,5.22829453622885,No
STU1066,Student_66,IT101,95%,60.90441400347814,60.8323644169092,73.59260212330763,75.48582950451758,58.95855963130302,7.982389817008858,No
STU1067,Student_67,IT101,73%,29.14521529269718,45.86962032002615,59.63107290568435,44.80417154289706,37.0217891645043,10.0,Yes
STU1068,Student_68,CS101,90%,49.41991693197495,77.99333781145715,76.68858187490315,75.33582039659302,74.76444897426056,7.527602446175157,No
STU1069,Student_69,IT101,80%,33.728541204934494,56.55693986691805,51.7729290649639,79.80324581098157,70.1052855614264,7.837896175871324,Yes
STU1070,Student_70,CS102,65%,42.28194453945301,51.255877124944966,48.80262136471555,61.57505886608825,42.661009120833725,8.539084132675288,Yes
STU1071,Student_71,IT101,80%,56.51683734664511,59.938360883853505,70.72429801050347,76.12161071741625,56.90968091226479,5.596004255179951,No
STU1072,Student_72,IT101,98%,93.31075295824107,78.23127693086506,66.15555362717355,95.48276801259264,40.23655303166435,10.0,No
STU1073,Student_73,CS101,74%,55.77540639021552,56.41899290685453,61.755996494992054,63.95338555807714,47.6608855511792,7.803493194634203,Yes
STU1074,Student_74,CS301,98%,65.6925453690782,61.218660980440276,65.41750966379745,85.64216757184748,67.94003212378007,9.947785348633664,No
STU1075,Student_75,IT101,35%,29.43461897149909,30.33492104092337,30.228392124853173,28.14299650074197,43.7071431653333,6.400450506714016,Yes
STU1076,Student_76,IT101,87%,32.1656943616325,61.18449914213336,69.55157819993163,71.46903890268074,41.708685459528034,10.0,Yes
STU1077,Student_77,CS301,76%,56.110804497386724,45.35167144160489,48.720187465477586,69.55853535326008,75.75900980583074,8.662733241052175,Yes
STU1078,Student_78,CS101,70%,57.51404394315814,49.86731796997668,64.62505851029903,68.42683411658889,63.41910012016751,8.329560128778537,No
STU1079,Student_79,CS301,76%,36.52412138890274,68.74457349145452,55.490582452155515,63.85490928540794,57.750288464175256,7.851036681529722,Yes
STU1080,Student_80,CS101,45%,39.382856922757426,37.73170131887726,32.487928582365534,36.374250135211575,47.52369543871777,7.127207072888326,Yes
STU1081,Student_81,CS102,71%,53.834223936082125,51.27868386261497,58.80211720388527,60.9529691549181,55.529803931882405,9.30079748771081,Yes
STU1082,Student_82,CS101,80%,51.24400776607488,57.46099717175477,73.5154202352397,73.13428363592357,62.50399085916951,7.71053980477207,No
STU1083,Student_83,CS102,97%,77.24084870444415,69.75103132905022,67.86414936938021,68.56344129810009,66.98555758428051,4.549395444619272,No
STU1084,Student_84,CS102,67%,69.95558427157107,64.38059497501861,54.195406010710315,41.70576087414905,63.509278009114276,5.8242203074394965,Yes
STU1085,Student_85,CS101,62%,45.7259777054865,49.5557743044173,52.99415742176258,49.98033847338135,57.7983905928689,7.221231371710879,Yes
STU1086,Student_86,CS201,67%,49.743803176278675,53.506880975337765,58.65555160087081,49.11600608678137,38.788205687955454,7.964998474748333,Yes
STU1087,Student_87,CS101,88%,55.99778725052952,75.69008521286838,72.5504095370312,70.91259659882277,38.70008928976557,7.415117266650157,No
STU1088,Student_88,IT101,79%,45.76251611607371,61.857121977877306,61.011313308729335,66.76034984133427,52.706986761142076,9.328456184690495,Yes
STU1089,Student_89,IT101,67%,55.28906833599186,48.553226943896874,48.093587445819836,53.95636378857933,36.20842517317175,4.573347203942063,Yes
STU1090,Student_90,CS201,82%,47.26971512354374,60.40046477983985,66.87161059480253,82.30592270537329,56.83862414240259,7.7153819047577405,No
STU1091,Student_91,CS102,76%,54.340066255454566,56.794686672368755,52.96776706051845,67.48590386021976,72.44126867317135,4.773031161919268,No
STU1092,Student_92,CS201,89%,56.256095015238316,66.81400667027367,45.468983993043295,78.79036080120648,54.48235870220684,8.639568443226253,No
STU1093,Student_93,IT101,64%,49.760359699652014,53.042872412696774,54.38982916289721,58.81014295762689,44.57628465663443,7.358311928336996,Yes
STU1094,Student_94,CS201,70%,52.56725715147414,52.92786394365404,62.40328770335102,51.5907880035057,49.872852921332985,8.129414958036177,Yes
STU1095,Student_95,CS101,69%,59.13982605449015,56.90267263499867,38.962496505764896,65.93279314742219,60.111297626346214,6.204175559115351,Yes
STU1096,Student_96,CS201,53%,33.07484596040883,39.357277365025816,37.0814743069865,44.688275511118356,13.294821416098948,9.419197397486627,Yes
STU1097,Student_97,CS102,79%,52.39336014575095,60.2060452558623,68.47211647928576,72.85195252109828,45.96978970955542,9.062586996088276,Yes
STU1098,Student_98,CS101,78%,43.65508784183534,43.41790544267709,79.36955934877814,58.6198044999285,58.5758059074665,8.375316454517831,Yes
STU1099,Student_99,CS301,75%,47.550280401665226,63.187012350248615,60.217473778859045,52.1500882099466,70.57328529628242,7.3057241297048385,Yes
STU1100,Student_100,IT101,71%,54.0823185038756,56.08763571130188,51.981102524887156,66.60538689921468,43.004480342149975,8.369785927942699,Yes
STU1101,Student_101,,53%,43.744035180584504,45.693323511231426,42.03212719445614,47.72795593918737,17.45837000598414,6.439661148018977,Yes
STU1102,Student_102,,68%,38.58164940743681,31.62326919999383,64.39632626778447,52.19055112791091,56.59685963682634,8.783333488531069,Yes
STU1103,Student_103,,69%,58.01400438958248,66.9836974840158,51.37476641025816,53.30498604838383,40.024305485801484,9.974221341485881,Yes
STU1104,Student_104,,62%,56.87992034604387,46.345442888624966,45.34049309048234,60.60735958224418,29.094416342434645,9.10591583996878,Yes
STU1105,Student_105,,72%,55.30761011793703,62.47880578790844,54.56078449243358,53.06077069516111,41.74341315332441,6.405596295288886,Yes
STU1106,Student_106,,81%,79.56270903912345,52.366015364429686,57.120855858344996,82.2172806951488,53.75098074512034,8.042125975909654,No
STU1107,Student_107,,100%,58.39316201344641,81.12773905062569,81.22670315994796,75.99379265352131,57.905106709235746,5.560287684362028,No
STU1108,Student_108,,77%,39.841801156852185,50.03752919302295,74.7054714102557,70.93098015482215,20.094447483334775,8.358585466763513,Yes
STU1109,Student_109,,78%,34.162928588459366,54.22819678109065,65.63851302658158,64.44217518835605,69.35339130443342,8.175905119293809,Yes
STU1110,Student_110,,73%,68.2982240139185,69.55398087621586,57.24217777620272,67.25736304607058,70.5567157838298,4.6952754907017535,No
STU1111,Student_111,,46%,36.88946540553525,33.78251967493392,35.626039494187474,36.77085741672759,38.375367180102984,5.757324234131454,Yes
STU1112,Student_112,,74%,51.599592731383765,57.57381796786716,48.020071798992184,62.197475698733705,35.24681261990898,7.075291654884349,Yes
STU1113,Student_113,,75%,56.32000503104408,63.53170438512565,67.42587067881382,64.82852584800304,50.07363656299501,7.04871037928876,No
STU1114,Student_114,,100%,53.11766429052435,79.95681887972604,79.22162802987198,74.97812544218527,69.86957369541084,5.685784596871792,No
STU1115,Student_115,,72%,76.93636841705504,55.17067884621708,56.3901450061497,66.63982176096408,59.11657171378191,8.083468094028275,No
STU1116,Student_116,,79%,57.20765957571938,62.54469465027349,89.01118451814327,63.51348958568809,66.2959633197148,7.8772104134107686,No
STU1117,Student_117,,74%,53.357673961836106,73.7599692676519,61.80855021304878,61.60482823263188,41.19937285189797,7.2085963020322215,Yes
STU1118,Student_118,,57%,46.485333217832924,42.77123783299919,41.65533320653949,43.13484612452565,41.17133473330956,6.366312749762455,Yes
STU1119,Student_119,,92%,71.14783713849313,70.95973038150086,69.78531502051047,54.711048398595146,72.92661705871122,9.073060689624846,No
STU1120,Student_120,,86%,63.292770151380594,73.77418720722684,78.93187060870561,71.68897781996614,85.51667435664739,9.983110669632442,No
STU1121,Student_121,,86%,50.506094088140166,74.75231339830066,70.47631221363487,94.79295679853253,73.04529508102917,6.774657774230194,No
STU1122,Student_122,,61%,47.290769071482835,53.30291272275537,40.26219363006691,56.96957816601333,52.63460727742445,6.581749624267768,Yes
STU1123,Student_123,,96%,94.34232567774266,78.16592334577822,85.66198242035213,81.45064708975048,68.83951423406224,8.236811498117994,No
STU1124,Student_124,,53%,48.672862686314666,34.31012267564025,39.571664349567,44.457518412822346,53.00569006354774,6.962955930379521,Yes
STU1125,Student_125,,83%,78.68903800017593,76.54076512046318,82.74105558039514,71.42069854489175,65.5298580350481,7.290904199005149,No
STU1126,Student_126,,100%,62.33176485353222,63.53654606981312,90.80048065714648,90.4711911517521,52.77824179652859,8.609479727587008,No
STU1127,Student_127,,60%,33.17185328269748,46.926575199184384,45.423282761005574,44.01902271988226,58.979651338985924,4.635965868739061,Yes
STU1128,Student_128,,66%,45.299044894398705,44.86279871886388,61.72389497192819,63.940559888974065,55.836759811092726,9.477453487279003,Yes
STU1129,Student_129,,76%,54.1857389897207,56.880453047099834,61.71487555138637,70.49284785763962,46.76822919199488,7.609020786494012,Yes
STU1130,Student_130,,67%,58.283637935974326,52.80333116410432,59.71006853817941,62.17469481078639,40.74535022700761,6.882760283156729,Yes
STU1131,Student_131,,51%,23.08280366127511,40.467740192921084,43.900048776490664,46.247716854606836,39.28700059372218,7.366148768667826,Yes
STU1132,Student_132,,76%,70.66331099943507,60.229131336396605,54.388037690221196,64.77332032609264,60.262955146822456,7.443644032530778,No
STU1133,Student_133,,59%,39.94588999614393,53.83054052751717,43.45119975816376,54.17991243505848,43.67644207093559,4.903198044832612,Yes
STU1134,Student_134,,82%,52.2154312868667,65.3016077243463,74.1394877700668,74.64732753478316,62.584650917313574,9.742407341179854,No
STU1135,Student_135,,61%,33.55361622179177,44.41202789134265,46.91779502843894,49.86030609577814,63.65646013714078,7.561988448405928,Yes
STU1136,Student_136,,98%,44.3861052892247,83.15882362595907,74.63340642482865,77.87608268335892,89.82992333053683,8.164503195671063,No
STU1137,Student_137,,63%,52.085819592445404,54.96194411327162,44.5596955041351,54.4077738192642,46.68742643596049,8.927324655861064,Yes
STU1138,Student_138,,70%,49.890052195434855,44.01279718053214,59.10761736149034,70.51304713665601,62.32853305276539,5.96825631365955,Yes
STU1139,Student_139,,87%,44.168708506530386,70.61156208300378,87.74799280234706,63.31698904374549,43.03414431087226,8.210207848552843,No
STU1140,Student_140,,56%,28.59293754861226,46.3669992451998,39.194113602047,39.75952719694368,44.07544780767552,7.09853836365181,Yes
STU1141,Student_141,,78%,50.93890192341082,56.475672326574255,62.91942857434163,67.942035210736,83.26255867130739,8.77015616282474,No
STU1142,Student_142,,94%,89.9102022148989,83.97052487507035,89.04632801669484,80.89750411716588,62.099259152290394,4.309158869472757,No
STU1143,Student_143,,50%,33.63992301086326,37.40221446905279,40.30492405272933,44.13668551313286,26.99458909572218,7.351358549638096,Yes
STU1144,Student_144,,77%,36.90385235445087,59.30373280724287,65.73367949960983,68.00129371094735,44.29612912287235,6.595769016324057,Yes
STU1145,Student_145,,78%,52.32046498177746,57.8081751692149,54.73649537185011,65.3024790784808,38.034743144122814,8.148394425951233,Yes
STU1146,Student_146,,86%,57.16125156387212,65.18062024793528,73.09646811749731,86.63943137286216,47.09707710572467,8.205066281052304,No
STU1147,Student_147,,56%,16.677853465511866,36.14629872298699,44.1002418293801,38.942457569066704,35.32929682474077,6.43856115776696,Yes
STU1148,Student_148,,55%,38.18569984927716,33.44676854999391,49.59507507332114,42.341442060261215,23.119671071758248,6.431739203735935,Yes
STU1149,Student_149,,82%,55.111170731062536,75.32898829100296,76.09831337625647,69.54950483374321,58.23911702124343,7.334001947164006,No
STU1150,Student_150,,79%,63.91587656755261,52.86156565257869,84.13913446199999,54.480635661855295,69.95638415061653,6.155036659027187,No
STU1151,Student_151,,78%,76.97301913213812,51.260096902329195,67.57095395182228,65.55880040215129,40.831672927475644,8.76297554317819,No
STU1152,Student_152,CS301,80%,69.68972976621015,42.878059281003374,66.77015821414085,81.49166096012024,80.50602463953446,6.946189199328831,No
STU1153,Student_153,IT101,64%,42.74615730777685,44.4592734514285,53.09930640704909,55.21502846951164,51.979568007983346,3.139517671017538,Yes
STU1154,Student_154,IT101,78%,41.91200919689994,48.47874189821274,60.01526090402499,68.52186313913026,71.11544105825202,6.937766915067291,Yes
STU1155,Student_155,CS301,79%,86.22446583120524,72.58402319189558,66.2042989513093,57.48145888902437,45.13136306269776,5.942184268734041,No
STU1156,Student_156,CS102,64%,45.57033625568514,54.70512831269436,49.52880303197057,50.67975682864232,55.985894593639344,5.053086276808582,Yes
STU1157,Student_157,CS102,100%,70.2089393786942,68.11849654822277,81.68460976269614,81.24803619676064,48.16132199209374,5.643860042666141,No
STU1158,Student_158,IT101,82%,57.17811810347792,80.0748062555588,76.50445820132609,67.18269070748286,72.09444390308875,7.664112707749455,No
STU1159,Student_159,IT101,57%,41.68881393445864,48.456705821778236,39.95393531112236,55.882968770460394,41.95476495691608,9.492961242372347,Yes
STU1160,Student_160,CS301,84%,57.55650247037765,60.88008889525575,77.5503195861442,76.85297258315262,68.78229844531319,7.96977671079747,No
STU1161,Student_161,CS102,60%,37.07020503198743,30.19347575351386,56.25653109174654,44.611850574356154,28.069414919402323,6.59024491767639,Yes
STU1162,Student_162,IT101,86%,53.64377068093562,84.9915195269496,68.4201064128045,75.92514470973546,45.22485362875638,8.183856292756055,No
STU1163,Student_163,CS102,92%,64.21139675298961,56.447477988052256,54.30167764759455,83.12461301883086,75.69951477335904,6.811364534671513,No
STU1164,Student_164,IT101,62%,38.77275995935574,36.70235780376494,46.34139041284193,60.43386799562503,31.99249291007683,6.458099446255283,Yes
STU1165,Student_165,CS101,89%,53.05077242750403,76.23493961107464,83.16221302901573,90.17108355023701,70.90226939272443,5.768455997650523,No
STU1166,Student_166,CS201,81%,58.1303876224587,80.70255336525656,64.7677014060669,60.771233097585494,34.63414740292777,4.872256789872422,Yes
STU1167,Student_167,CS101,87%,57.79152310662466,77.58715624075808,61.13772534827725,67.14997522275476,75.94599555684606,6.915114440160832,No
STU1168,Student_168,IT101,100%,92.55989482874033,80.6390912005236,74.95225078771783,72.42422141085383,45.34953370462982,7.737080234880198,No
STU1169,Student_169,CS201,71%,21.563676532988094,57.73112278637869,63.05057555988234,58.95229111616132,57.801340323635664,7.355064494977666,Yes
STU1170,Student_170,CS201,63%,55.014128935513654,53.20620958701344,54.437528495288085,57.11028495423276,52.55555229824718,6.876049608078962,Yes
STU1171,Student_171,IT101,61%,54.68463269617432,50.92231019260758,47.852636425589246,58.49632744763282,34.567886972436945,6.081380908954828,Yes
STU1172,Student_172,IT101,62%,24.414211315048476,48.8369716903317,47.907982183706814,52.87172862873357,51.23992073548126,8.412369287527452,Yes
STU1173,Student_173,CS102,73%,47.89464566616984,56.152062923874105,56.18190120365436,60.40508796675106,55.53682437003516,5.524302120080122,Yes
STU1174,Student_174,IT101,80%,51.618270976957454,59.586480603651516,56.703724230011986,69.31553142890256,47.44798700262164,8.664041870765214,Yes
STU1175,Student_175,CS301,79%,38.694494371664604,53.395114478822556,76.10604664908742,60.667621393722364,39.43975972670683,5.9966744716099125,Yes
STU1176,Student_176,IT101,87%,50.98734327619022,63.10249389214531,67.10886832991766,92.5607739811172,26.875685450951668,6.371347143970448,No
STU1177,Student_177,CS301,75%,40.11005253233129,43.66607771498286,69.30844965395518,51.826962465781506,57.89490891054371,5.299822214076484,Yes
STU1178,Student_178,IT101,96%,93.20586610296914,71.65030116903753,92.16920640069976,84.07090391576179,37.46658378310613,6.747896779671545,No
STU1179,Student_179,CS102,71%,59.69030939287633,46.25063341011977,63.91513503591806,74.74933019988543,51.07556576094586,8.962968687716968,Yes
STU1180,Student_180,CS301,100%,89.07332642491238,63.964106827842286,75.68379687281951,85.06799844559998,64.73103567835501,8.273442132665934,No
STU1181,Student_181,CS101,84%,68.20425282611754,64.80679464065335,70.91488495295539,70.12361409299082,70.53140116029205,8.967633168042052,No
STU1182,Student_182,CS301,62%,32.97550756032428,55.25724672046779,49.56375144534781,50.59998105236674,39.74586491208887,8.283213818900904,Yes
STU1183,Student_183,CS102,58%,36.61861161575093,49.61470639551061,41.82317738250034,49.032953184570744,37.37232146385777,5.844495257204446,Yes
STU1184,Student_184,CS301,82%,63.60267105852449,48.76247531525558,68.45710520491839,81.19142913343475,69.603343203409,7.003816163508664,No
STU1185,Student_185,IT101,71%,37.01917809349232,46.645550230558904,48.87085541600514,45.053288387316876,54.95489218906554,6.3297013063238055,Yes
STU1186,Student_186,IT101,85%,69.16367029812376,72.34585610802444,78.74760684784366,85.99656768997119,65.41655107462462,9.49586235605856,No
STU1187,Student_187,CS102,82%,54.50943953250785,53.50784282447778,61.86441018598068,58.09329591945659,65.17423414362113,5.704817030360532,Yes
STU1188,Student_188,CS201,73%,47.57998236384363,53.77046578972395,60.61277510865234,60.8506688931601,29.037216713114383,8.840546534083666,Yes
STU1189,Student_189,IT101,62%,50.25238362410715,50.15029042131808,51.60330483472984,50.2792691603251,53.037964459731704,8.839430805163154,Yes
STU1190,Student_190,CS101,52%,40.07783654503902,34.14572617579195,40.46834822229853,47.51249497759767,42.99774609254784,10.0,Yes
STU1191,Student_191,CS102,68%,44.113371415845805,51.946445476727,58.64907275429468,47.14138134958514,33.923238729919866,6.885470111055754,Yes
STU1192,Student_192,CS301,87%,76.76855708134917,54.165608486085446,66.10494772878573,78.72908579424161,57.20388956516599,8.568483239370243,No
STU1193,Student_193,CS301,78%,42.06526186311093,53.95517371609228,69.38366361148651,82.31210545210394,54.13312866581327,10.0,No
STU1194,Student_194,CS101,56%,44.62260494243714,44.03625611141984,37.471395678168136,40.19026361645614,37.90493463732205,6.573537484599455,Yes
STU1195,Student_195,IT101,77%,61.221894979783265,45.83701821986606,63.058847755704065,67.43013329630021,59.499753754310376,5.19743962870146,Yes
STU1196,Student_196,CS102,80%,52.79506939334346,64.14296491445388,80.28643061177928,63.31532040080443,79.67092570803881,4.679984949138355,No
STU1197,Student_197,CS101,61%,46.23991945208818,46.1853558727051,43.21745125092095,55.11033637361837,56.57761513551475,8.569068043291997,Yes
STU1198,Student_198,IT101,77%,39.60634885216402,62.25047946518072,56.60533436631298,65.85801867259141,33.82566260735496,4.6752746879121245,Yes
STU1199,Student_199,CS102,75%,63.62751497410504,58.603754720181236,64.59768436978584,59.62499914604115,62.55087108903202,6.941521420593116,No
STU1200,Student_200,CS301,57%,38.8941725502043,51.28387938391433,47.32333482639683,51.99973554307902,55.876017729730336,8.155969780558442,Yes
STU1201,Student_201,CS102,150%,49.955330000982,61.28149719015747,67.1113505952477,82.8127590888662,62.47408069272785,7.777763305244871,No
STU1202,Student_202,CS201,150%,71.51319463673187,58.97707838870351,70.80981065215423,69.30764043460171,76.58835872770075,8.138167296276258,No
STU1203,Student_203,CS102,150%,54.23178083798811,69.5502394525085,78.78817974571038,84.12639001763944,100.0,7.833434783701281,No
STU1204,Student_204,CS201,150%,44.3801933025572,73.03880116996316,82.72247939498492,65.44214843414245,82.15692639909697,9.418298719970089,No
STU1205,Student_205,CS102,150%,25.347564175979176,41.01670060461958,45.69471559637716,40.98792238052508,40.743706124924444,6.071525428891805,Yes
STU1206,Student_206,CS201,150%,48.19170359320787,45.94680412834873,47.27605331573816,54.67122617057104,55.38883377239241,6.484507292312204,Yes
STU1207,Student_207,CS301,150%,42.019240974272094,56.236883382785045,71.7443247293991,82.59412801391866,60.30505483364731,6.3410108320937635,No
STU1208,Student_208,IT101,150%,79.66476137615591,56.54745129870351,81.87874489247223,73.24193470386749,58.29014127732409,8.745287717793914,No
STU1209,Student_209,CS201,150%,32.07363578720981,50.441134032383694,65.0833500815026,67.72706305002774,52.09380190338942,8.850597882592595,Yes
STU1210,Student_210,CS201,150%,95.44684552435058,92.4957674318694,70.25470695329358,84.99291405423354,100.0,8.176837978977762,No
