Roll No,name,class,Attendance_Percent,quiz_1,quiz_2,assignment_1,assignment_2,lab_score,prior_gpa,At Risk
STU1021,Student_21,,96%,100.0,92.72465707572378,69.92138994248778,77.4201136578966,78.03072396237201,5.718602371455731,No
STU1022,Student_22,,71%,30.071179939458162,66.28060139560088,60.6670275004756,70.96416209347062,41.91243237924778,7.964731065340541,Yes
STU1023,Student_23,,76%,61.033742607797244,55.117243036178415,75.11615678295632,82.08558123148808,52.83879339963459,8.450665321398148,No
STU1024,Student_24,,53%,24.56694702167412,45.43199911203143,50.118344955919056,43.63860179379305,60.51761200050335,8.120698646177248,Yes
STU1025,Student_25,,66%,42.052798900854036,54.43901669431301,64.11535209076271,53.831637166372616,69.87579497097336,7.222068511683437,Yes
STU1026,Student_26,,76%,66.18715715347034,67.99033405080881,57.411895453189466,76.30646635225257,60.35473669123994,7.305268950399861,No
STU1027,Student_27,CS102,57%,40.971249401334994,37.73032735839602,40.474584107448685,58.19450688862916,40.8533943317149,7.565717207968665,Yes
STU1028,Student_28,CS201,80%,43.40916064188638,66.00861091738396,63.494087474477844,64.32404331614734,58.38058568816584,7.279496997557267,Yes
STU1029,Student_29,CS102,65%,39.11281496303183,56.47740234404637,53.160066755670165,53.31902626432871,54.29055545266147,8.945818675192365,Yes
STU1030,Student_30,CS201,70%,56.63666286727559,40.54741914020867,64.22735815049062,58.040812337470754,34.99035374500473,10.0,Yes
STU1031,Student_31,CS102,150%,38.95425543599935,41.674323473997546,41.613586668381764,47.20830900477488,42.786028003442155,6.66376232248825,Yes
STU1032,Student_32,CS102,150%,73.24687884372962,54.607678222398995,95.29550319460614,75.81348053515802,36.62831852244821,5.445295530631383,No
STU1033,Student_33,CS101,150%,52.86957837909856,54.083059330249704,58.6561730659786,56.067184304346895,58.33046076671173,7.3675769274731175,Yes
STU1034,Student_34,CS201,150%,35.614242155589416,48.59389053880125,44.78313598749521,45.72386573128586,49.048335685705744,10.0,Yes
STU1035,Student_35,CS102,150%,89.22394576263696,78.62494237592698,61.03100417420556,73.93451615744449,52.6965969441084,6.294488148045404,No
STU1036,Student_36,CS102,150%,45.071419647148126,42.93553257771708,35.96893305054372,49.511944603473054,57.52616788935152,9.9586752081661,Yes
STU1037,Student_37,CS101,78%,30.958511885297145,71.32456978218117,68.9380380709741,78.5275291928949,35.538529333490644,10.0,Yes
STU1038,Student_38,CS101,45%,33.19894960264364,27.90976556312079,36.818324722591655,34.21121749502762,18.566915604836684,6.669617637438008,Yes
STU1039,Student_39,CS201,55%,33.08664374509628,31.926151842564135,36.957022771151735,52.23700094920713,41.02648244278235,8.353474618777913,Yes
STU1040,Student_40,CS102,77%,64.53449292259737,58.03167837882128,52.2668178285279,64.59187526313535,70.89191671359418,9.942594934692806,No
STU1041,Student_41,CS201,-10%,50.0212281041908,67.86366913985209,65.97126504751961,72.73968012779686,89.24338743163122,6.93130838851877,No
STU1042,Student_42,CS102,-10%,52.964342065772996,57.92427828850423,75.00310683903695,71.16955576115078,47.18018838728166,7.194629459846458,No
STU1043,Student_43,CS201,-10%,56.835397872709116,39.80178526454335,56.710317416976146,54.04983054792239,67.09166277949858,6.627478629077034,Yes
STU1044,Student_44,CS101,70%,58.49162243173578,52.23443468814714,45.79208635181703,62.60628349590888,48.79556928123631,5.9778649039606995,Yes
STU1045,Student_45,CS102,52%,27.465179945544232,32.726136617970106,40.9596679212933,45.77808130913089,35.15180937933049,6.526083682400989,Yes
STU1046,Student_46,CS201,64%,41.7202716576171,52.45120691309048,49.61092044941935,57.7336385375592,56.28824240958501,5.664089599856615,Yes
STU1047,Student_47,CS101,68%,42.812409159275646,53.56399662415165,36.109120749354474,59.845817066476634,56.5466804541796,7.551125202388839,Yes
STU1048,Student_48,CS101,90%,54.69586959006187,59.60317492935683,72.19216075049505,99.53638795853021,34.95458346137919,6.345040153412038,No
STU1049,Student_49,CS201,80%,77.33429756793393,55.99684277081841,62.27238050584754,63.01937462624623,79.77819609471217,7.850678867686121,No
STU1050,Student_50,CS102,48%,36.937624825125795,31.27285079629222,42.22390620537007,38.693014287676824,47.3899792546104,5.166156530694559,Yes
STU1051,Student_51,CS102,79%,40.7985145694251,59.395381490179105,78.65500389055751,62.90559187865615,45.91123662577079,7.996320348321685,Yes
STU1052,Student_52,CS101,69%,57.98731512371667,58.5296791747246,63.177520010689086,54.99497912463803,53.936438275431065,8.750293442413387,Yes
STU1053,Student_53,CS102,64%,66.03437422303173,42.2425716196001,50.13329582257231,50.98603309507854,51.7995120852984,4.509396536142817,Yes
STU1054,Student_54,CS102,84%,71.95878788162436,67.37417706886627,58.02591765847982,81.55743649470517,63.311051405219736,8.061084854771359,No
STU1055,Student_55,CS102,90%,42.708026023089964,63.0517694632734,95.6518918868667,89.74583457381881,53.36882462600112,9.341503488709938,No
STU1056,Student_56,CS101,88%,55.816153409592005,59.67277503957975,71.70222310992739,70.54593730096825,50.3276822613656,5.685538471963191,No
STU1057,Student_57,CS201,62%,55.54873485179382,46.14080779447217,50.01632485188629,47.85510085438128,43.369241213787696,10.0,Yes
STU1058,Student_58,CS102,70%,41.784333918108985,45.48720796067406,56.11970299971475,63.12450759448985,65.75633836362815,8.128528514049068,Yes
STU1059,Student_59,CS101,79%,61.30203217643789,55.549238160160975,65.55922423894276,63.5575389674652,64.67249290622128,6.442482216362387,No
STU1060,Student_60,CS101,89%,73.15816050714838,56.4879225742062,70.41259329143607,81.86136932989454,56.099355836368254,7.416346383513441,No
STU1061,Student_61,CS201,67%,38.04006540244253,64.18255981890236,50.3597701766462,59.01659789807077,57.93481673778628,8.337490368782584,Yes
STU1062,Student_62,CS102,72%,49.905786176891624,54.41599265986111,53.822944127846476,50.436884436968974,9.40901395936713,7.614008087118617,Yes
STU1063,Student_63,CS102,58%,12.487561888608926,39.7169864350323,46.53268491783722,58.68242940136708,54.3022092647377,8.308133988669553,Yes
STU1064,Student_64,CS201,57%,31.172572867070716,44.013578529638416,42.544907193908315,58.7450869382947,20.0872952040178,6.11898961038095,Yes
STU1065,Student_65,CS201,87%,57.72838860589308,64.41155096782404,63.53515808993665,68.76692910485859,54.71142914214337,7.754041236054117,No
STU1066,Student_66,CS101,95%,48.89529913158313,69.40089660094625,77.28962445310758,77.3455741026713,45.389848490968525,5.37942825464253,No
STU1067,Student_67,CS101,73%,69.84403308559062,59.97979705443585,57.25109082101961,64.94498357797497,32.60336209901631,7.33316090797695,Yes
STU1068,Student_68,CS201,90%,43.71881860261385,74.36132878779904,85.58630185243696,79.55692796053901,83.94428084821001,6.1441385378028155,No
STU1069,Student_69,CS102,80%,50.98862192487934,56.05187418524931,43.019329461581215,73.6571713640345,48.774247433264485,6.39670508611535,Yes
STU1070,Student_70,CS101,65%,47.00730158055933,45.23097353901003,59.388635385463935,68.65602318139972,50.25319130515142,9.354139762815656,Yes
STU1071,Student_71,CS101,80%,73.68093548409374,58.10370912137497,74.3578807788198,66.93476783839203,55.53997450160604,9.136965180891403,No
STU1072,Student_72,CS102,98%,47.52701563805744,50.97784425049738,58.122587063534844,75.53102135888896,78.00611506413851,8.413707181360765,No
STU1073,Student_73,CS101,74%,65.11565781341785,44.564449034903966,57.0183462838,53.0224471081511,53.26789828302847,5.861530852991132,Yes
STU1074,Student_74,CS102,98%,69.0799052840261,87.31180486002025,75.11815848306408,76.5017637373057,43.66159809111248,7.025387325457797,No
STU1075,Student_75,CS102,35%,19.736134669978586,32.651031259503974,23.537703847318515,30.229973963801452,32.10678333092367,9.319646549968775,Yes
STU1076,Student_76,CS102,87%,67.18319938765096,63.321607860661814,63.070270670357445,89.9008683105748,52.50616823176405,7.712575370459857,No
STU1077,Student_77,CS201,76%,55.69240280823646,61.62873813055714,52.57023742075845,60.910180558163326,29.658778064351722,10.0,Yes
STU1078,Student_78,CS201,70%,43.01178878289628,55.08094434027228,68.76802750620514,61.51569455512333,43.32272414554376,8.089976759091558,Yes
STU1079,Student_79,CS201,76%,54.26317307018606,80.79769554020484,68.24750513094604,64.79451771373711,76.38801766448302,7.788073674735047,No
STU1080,Student_80,CS102,45%,29.01888241886069,38.948813109197665,41.894881167226316,43.77842559675993,39.314229612965235,7.036325303696248,Yes
STU1081,Student_81,CS102,71%,51.41440803033197,52.86145917393455,62.538681229212166,79.06853259947965,45.19343037928009,7.700311357173423,Yes
STU1082,Student_82,CS201,80%,64.23067626190891,52.58910986911452,55.21266470192782,64.03729962092308,50.63664348536857,7.271295245429184,Yes
STU1083,Student_83,CS101,97%,91.13449746816364,57.26672442655188,72.63804847297823,77.83734379552872,61.767334121202275,8.562163015032885,No
STU1084,Student_84,CS102,67%,34.57616489103351,51.78726359896815,57.07062419892786,64.16152506652195,74.98043256932101,8.935053475191875,Yes
STU1085,Student_85,CS101,62%,64.1272189986282,42.39907348647815,42.61424197170266,57.72893537446392,48.81347184355285,6.321015809238076,Yes
STU1086,Student_86,CS101,67%,27.47437935472239,41.00876916252371,58.7897757266729,69.81300502512659,53.03484647368996,5.503150569663333,Yes
STU1087,Student_87,CS102,88%,60.0915150225013,60.81116591110286,68.85239335862155,80.60263203679614,80.39534501331188,4.745691940345055,No
STU1088,Student_88,CS102,79%,63.00562757692147,51.30349979705581,60.94902312468602,65.06970945695073,59.76923063983839,8.261986990368815,No
STU1089,Student_89,CS101,67%,49.763745176971774,61.60308922609519,58.410119869883175,60.956110496967256,43.463576332998215,5.844950090739189,Yes
STU1090,Student_90,CS101,82%,50.164812835395274,69.31533226211633,69.8332228677749,79.46302878790115,54.64172036231944,4.270664110571276,No
STU1091,Student_91,CS201,76%,51.132479956068735,57.28116667356956,58.40512178237047,71.26083071231932,52.42444275256102,8.082867906796446,Yes
STU1092,Student_92,CS201,89%,56.05004039289152,80.39714789977671,82.00318192123292,80.64183153618833,62.00427345415265,10.0,No
STU1093,Student_93,CS102,64%,39.429061038494076,48.85069001160883,44.60583369720082,61.675589826002316,54.51038195192178,7.49089363269016,Yes
STU1094,Student_94,CS201,70%,57.99121054676624,46.52748468617008,60.384843118202724,67.7673237044619,49.787673646481295,8.757736161677464,Yes
STU1095,Student_95,CS201,69%,52.08431407282613,62.36636980339166,59.39412183885348,68.30387976638035,58.510643107583235,7.622744037821348,No
STU1096,Student_96,CS201,53%,31.61954808625872,42.64422780420206,40.79576108917529,48.531413642004985,36.27673410763706,7.351665520213286,Yes
STU1097,Student_97,CS201,79%,66.32913847761336,51.34128253162309,66.14430289295017,66.19791735182805,56.85864718694969,8.878614724481652,No
STU1098,Student_98,CS101,78%,58.87869982789288,57.68479835327648,53.25939675045207,68.23625794056007,23.703147619195512,7.064588183717023,Yes
STU1099,Student_99,CS102,75%,61.70774233588635,49.73367333288096,66.99865158191005,72.87326796793754,66.3126632207877,7.901088471107855,No
STU1100,Student_100,CS201,71%,56.78782821468795,43.72647730467534,55.86325186939047,54.9194604128758,54.99031702310554,7.98254670929402,Yes
STU1101,Student_101,CS101,53%,30.952417724068287,45.307083854339716,40.204898745660536,47.68635873327355,48.37109592706782,6.497864319535427,Yes
STU1102,Student_102,CS101,68%,42.31137186128437,64.63358415387953,62.15793408401336,55.68491523978785,8.294282273171964,8.988063524304785,Yes
STU1103,Student_103,CS101,69%,56.73230680929304,42.62416900026745,50.96693133366763,59.58119918415269,78.07996916635284,7.237560364956887,Yes
STU1104,Student_104,CS201,62%,49.8409602323259,50.76916386363423,41.504177770590225,61.57084448323328,42.31821300790938,6.366382260760733,Yes
STU1105,Student_105,CS201,72%,50.57894213443953,49.713125500045216,46.76644572465643,63.08061786263121,66.893040115809,8.304764765355605,Yes
STU1106,Student_106,CS102,81%,58.16913107572232,56.84689661789898,69.76097317698577,69.27806662616148,39.88342044708492,6.152298027313444,Yes
STU1107,Student_107,CS201,100%,89.16497343682637,69.07606075761132,67.19570647503717,71.40143859020081,82.2554781012514,7.542271736053692,No
STU1108,Student_108,CS201,77%,47.4455196221383,51.50781919344317,75.7154123142561,71.7681878318726,37.98012463206384,7.486321505033695,Yes
STU1109,Student_109,CS101,78%,61.67616121539038,59.53009925157084,46.67183153085876,72.12426589486068,45.36578887350814,9.128843348747367,Yes
STU1110,Student_110,CS102,73%,49.47751848321011,49.273148838106174,71.64063040113922,78.78365678040437,80.00131274162572,8.21204734931993,No
STU1111,Student_111,CS201,46%,30.843769663497955,35.91383286280332,37.9500350574406,37.86316426967476,30.59029393345634,7.462459561882284,Yes
STU1112,Student_112,CS201,74%,64.51729501928897,55.57693109079289,58.960331514685116,65.04685975876353,55.465802441124914,8.72664944880043,Yes
STU1113,Student_113,CS101,75%,62.530209880469805,55.11389167379683,56.586638481726126,66.4108434520174,66.34064625095898,9.58531132352597,No
STU1114,Student_114,CS101,100%,82.20264454000957,65.92436337958402,83.9913611435207,100.0,79.91363775945209,8.336715459527793,No
STU1115,Student_115,CS201,72%,64.601819333882,49.926576601359194,57.4202673259417,60.61017791696248,52.649689269807645,7.515528929765071,Yes
STU1116,Student_116,CS102,79%,55.916791031273576,65.64952111980114,72.3923788485979,69.81359735735599,61.47082119254362,5.532245651474761,No
STU1117,Student_117,CS102,74%,59.75423580756213,59.590289914911544,60.434218562750885,67.83499701365733,87.93647977176671,5.902329505386941,No
STU1118,Student_118,CS101,57%,37.55423396784552,37.484378758524905,46.83964520807566,49.921794468245245,39.56661211743276,7.042162943467998,Yes
STU1119,Student_119,CS101,92%,68.980056600377,70.02202779130752,70.36346568494493,74.20744699612543,68.2055869888215,6.5857316967610755,No
STU1120,Student_120,CS201,86%,58.7110050430786,71.19213924061275,68.53187527101905,75.01173512895494,78.5251780222124,7.2195430455218315,No
STU1121,Student_121,CS101,86%,62.06967559096797,50.647740430929915,72.16611818003197,83.16181096899534,80.01224343208476,7.584974887345661,No
STU1122,Student_122,CS201,61%,48.42918451254864,49.353405162830946,38.59389612034107,45.85669540894305,57.51847490304761,8.294539131535096,Yes
STU1123,Student_123,CS102,96%,55.441818109509605,65.66747054692676,63.88530080511502,82.91269367416723,79.49831496032327,7.394251832911364,No
STU1124,Student_124,CS102,53%,54.72018620820889,43.55882403304276,47.18934961145136,42.09769050011284,25.442458104787878,8.229752465739303,Yes
STU1125,Student_125,CS201,83%,46.01592996018738,56.45581255554668,68.47418630323882,81.24726005029973,86.0392451153231,7.596711622215181,No
STU1126,Student_126,CS101,100%,51.787170808184015,56.95117899335481,78.1601666364732,69.76813095216225,47.07309213962624,4.536800150469193,No
STU1127,Student_127,CS102,60%,52.54702641335958,35.318107916278585,48.22442937594774,47.7591965889943,45.73958629993701,6.090996909271869,Yes
STU1128,Student_128,CS101,66%,54.45136637729847,50.19894204774557,55.516037939082615,59.038371667906205,36.52117019296102,7.283868666417577,Yes
STU1129,Student_129,CS102,76%,60.70762465668884,59.35781917290786,57.06693709528833,76.99599503401103,52.56508971314797,5.685457885738339,No
STU1130,Student_130,CS201,67%,53.570590111855495,44.48647630943859,48.708792931173754,56.88721393552411,51.64837017760303,8.399893094994306,Yes
STU1131,Student_131,CS201,51%,36.12298668058296,42.10911688156529,42.40534312759733,41.106436208190374,39.54344155863576,9.796126248515545,Yes
STU1132,Student_132,CS201,76%,42.98738309129742,44.38905486229702,53.38433964340581,78.92632253671863,59.635506975120876,9.328142777545974,Yes
STU1133,Student_133,CS102,59%,42.01742549226056,43.90877995398442,49.66371847534368,41.65286921277913,60.40872561974761,7.179835693604688,Yes
STU1134,Student_134,CS101,82%,49.133079280159926,51.63500118805125,51.70423607460247,51.735252029711724,64.92010628107042,9.736089205274927,Yes
STU1135,Student_135,CS101,61%,51.798907934581024,41.91667742774643,55.26623051850339,54.72060946573087,39.85714659349096,7.7230011858031675,Yes
STU1136,Student_136,CS101,98%,66.6070747968057,74.15244933845855,83.24243662488327,78.57903030806628,87.71843439170769,6.994371043322941,No
STU1137,Student_137,CS102,63%,36.44378711025841,41.99618262328083,52.220379300813256,47.30410034362179,59.322927734578066,6.579896004688591,Yes
STU1138,Student_138,CS102,70%,45.73565188700628,49.92841717342239,63.03071376274653,64.61418749597583,31.89033255553239,7.046295470267808,Yes
STU1139,Student_139,CS102,87%,66.44324505018741,74.17721955353394,84.28560314539459,76.24835399213711,71.4609175575715,6.917734772188156,No
STU1140,Student_140,CS102,56%,34.79522744017299,39.14120084364976,50.964575815394106,44.86734662229676,47.50437028760707,7.755624333563231,Yes
STU1141,Student_141,CS102,78%,45.21754991905812,65.3617448145243,48.29487478185253,56.61100424397835,50.22182543789896,7.740860971574797,Yes
STU1142,Student_142,CS101,94%,69.68318148807863,60.26752238145184,63.58000115994849,88.67013949182504,92.25533669875155,7.504569030230122,No
STU1143,Student_143,CS102,50%,37.49129573588849,40.86186794515184,37.53063993497997,46.56331635504355,34.094227752840304,8.155407254619524,Yes
STU1144,Student_144,CS102,77%,48.524947323981856,69.53813912857943,62.41851511587928,65.33279588433723,56.39185931209809,9.285969412179512,No
STU1145,Student_145,CS101,78%,49.65415521151252,39.672840865717355,67.20283219356062,81.63314687076796,52.49775680744871,8.924331203161985,Yes
STU1146,Student_146,CS102,86%,63.72790133288172,58.1342464857597,63.08769119441534,64.43768075013315,60.97936603454286,5.272653047325145,No
STU1147,Student_147,CS101,56%,27.251288844094944,45.59163078955979,46.21081027990862,39.36793882132556,27.136005976510965,3.669118297647068,Yes
STU1148,Student_148,CS101,55%,26.98285151012103,40.27419164161453,39.985324232994174,43.09531953884774,22.73901645699914,8.90147986685891,Yes
STU1149,Student_149,CS201,82%,49.05417067117748,65.19601135080443,61.198150425718836,70.02716998382898,84.39467779460315,5.449681952376869,No
STU1150,Student_150,CS201,79%,53.07442991383185,54.79212715853296,52.387222673140606,69.47000258390607,42.15931522635916,7.162851897160975,Yes
STU1151,Student_151,CS201,78%,58.80311531678593,59.750003156450255,55.73476986729015,65.0438715463795,39.51427960050788,5.744830460910961,Yes
STU1152,Student_152,CS201,80%,73.88551630979862,58.89906194220884,53.3173109047106,70.99058358759285,21.598740048043034,4.797029343629971,Yes
STU1153,Student_153,CS102,64%,53.696144254875165,56.16690633767368,45.516080849455825,46.96975574116532,37.07884356179889,8.312194092307182,Yes
STU1154,Student_154,CS201,78%,53.05577614957135,60.85964569005768,71.05642614460915,78.04244867004157,34.170439430493424,8.638732740453971,Yes
STU1155,Student_155,CS101,79%,55.35078909479459,62.22749836092407,55.9790139925991,66.83442582306006,81.65117670420697,6.635234398909921,No
STU1156,Student_156,CS102,64%,35.3322108733425,45.565806643487825,68.34997967875836,61.82452536459987,57.982473641705134,3.613436561782635,Yes
STU1157,Student_157,CS201,100%,69.72230296011415,70.12393775927507,84.93317900880889,88.42725346377703,56.236993096445524,6.680633327621276,No
STU1158,Student_158,CS101,82%,53.92009005816383,58.028993487212134,67.20363813922353,73.54165595322992,94.46361746017617,8.08770600810382,No
STU1159,Student_159,CS102,57%,42.75687164670402,45.10135839926592,40.800521620280584,51.815986382109365,51.20905360998826,5.281632646838807,Yes
STU1160,Student_160,CS102,84%,48.86544148807517,60.06424617088653,73.82065386690522,75.91978971625463,53.88153448690555,7.775039879668734,No
STU1161,Student_161,CS201,60%,46.96954630998983,47.034485274401206,44.82813171737402,55.20355426398701,12.083131549755587,7.477035226240507,Yes
STU1162,Student_162,CS102,86%,80.72209031053261,83.1204818047563,70.50413692466888,85.32320591244834,100.0,8.368937249401633,No
STU1163,Student_163,CS101,92%,63.158181598295904,77.33155738481113,97.55293492698998,80.33753524270166,38.99180902801566,7.67937055262123,No
STU1164,Student_164,CS102,62%,47.66031768926739,44.973490049609524,49.54961492365459,57.7310283516828,23.252903427750404,6.040396588677667,Yes
STU1165,Student_165,CS101,89%,71.87552282036611,77.83291709832125,81.8408372308557,75.23035410198469,80.90936567121742,9.294857252496737,No
STU1166,Student_166,CS102,81%,51.947833067962975,57.58055153427028,59.24416120994879,80.70551531294707,96.45173560727517,7.262205640459545,No
STU1167,Student_167,CS201,87%,64.06716147857327,47.69905131388861,69.55916427506283,68.3242720284104,85.30959056158225,7.459043190735102,No
STU1168,Student_168,CS101,100%,70.18888601172692,64.91913689082595,97.7080063563551,100.0,81.27818240104719,6.100098061390206,No
STU1169,Student_169,CS102,71%,50.96835164459105,40.14704944467468,52.5838650722169,60.33489831690755,58.40690296479183,6.835076623212735,Yes
STU1170,Student_170,CS102,63%,37.20036242223393,45.53153965844028,62.49936817638729,45.02669104484963,55.45725314631676,6.172795928959649,Yes
STU1171,Student_171,CS102,61%,43.38678310357419,46.35652538954537,53.689633021635224,53.19854804576268,52.518793540721454,7.240580910114866,Yes
STU1172,Student_172,CS101,62%,48.62236049661439,57.59393193402245,46.68007503229657,49.07394485577021,47.46366680024865,10.0,Yes
STU1173,Student_173,CS101,73%,67.76405492012185,57.79675108326533,63.74469795335532,68.97455724043316,53.22934636071747,5.442148285602966,No
STU1174,Student_174,CS101,80%,67.610221086615,58.332585883490985,71.88566537666051,62.87104189511672,55.079137509503305,5.079657903184888,No
STU1175,Student_175,CS201,79%,80.96902903433276,65.92754669117853,68.24193795180506,63.74624966617087,43.46993936568491,9.706755491240413,No
STU1176,Student_176,CS201,87%,51.12460566941606,46.228775600651005,56.20121821098036,57.78053628160367,56.278788795858354,7.186014484272201,Yes
STU1177,Student_177,CS101,75%,62.475646119679055,58.16797562195478,54.68831264543764,60.51465547028738,27.17613272743084,6.496390892010125,Yes
STU1178,Student_178,CS102,96%,70.42431654421718,80.06446556448584,75.04635400199312,58.81867773378014,65.85819341218728,9.059857031094115,No
STU1179,Student_179,CS201,71%,73.05240705282898,42.77019071294012,56.29541625634318,49.125140258203714,35.677148819095,6.591576690394704,Yes
STU1180,Student_180,CS101,100%,57.87552571967273,86.43754043206928,86.20672097550678,92.60414656144297,47.92821365568458,10.0,No
STU1181,Student_181,CS102,84%,48.44051671681926,66.14515994282195,69.00753825110313,78.35823412558966,62.10558110812665,8.516888807008904,No
STU1182,Student_182,CS201,62%,37.91266975081483,44.02626889629345,41.41592739390818,55.465146623051986,60.800384117930975,6.768132887781446,Yes
STU1183,Student_183,CS102,58%,22.479345866984744,47.93186136262613,49.390047366179516,44.39709082247344,52.08012276775456,10.0,Yes
STU1184,Student_184,CS102,82%,51.080476202087645,80.3513311060893,70.81094824140712,69.50915900343725,31.735281647592924,6.591427615494992,No
STU1185,Student_185,CS102,71%,41.99508358431034,55.039080068154654,61.32923643653237,60.87503799404527,35.97265388502802,8.61314305801396,Yes
STU1186,Student_186,CS102,85%,61.93054307099219,66.41000438768197,77.8313783288416,62.925161690096644,76.12370628694377,7.948938870609738,No
STU1187,Student_187,CS201,82%,61.67764630437661,57.80263623851997,72.52523266324629,82.1264639382406,41.33683415407301,9.452611934098197,No
STU1188,Student_188,CS201,73%,72.53477952337964,49.149681823657765,62.51974126350495,69.30580253049924,48.41487853133037,9.842266795090278,No
STU1189,Student_189,CS201,62%,52.490105034598386,51.89640456580698,49.40135637276976,51.57681540238106,50.46210545945703,7.54800622359865,Yes
STU1190,Student_190,CS101,52%,32.07026004340186,34.73259433963228,33.1387793930722,44.57624976983788,26.469619047814266,6.369873194480725,Yes
STU1191,Student_191,CS201,68%,38.607028014432444,51.71552047591899,57.57621078090548,59.480236361498676,49.25107037825826,8.189958214408675,Yes
STU1192,Student_192,CS102,87%,67.9741557369559,61.688457693136776,72.10123841292848,56.73326419497196,38.05443144028922,6.483426945371841,Yes
STU1193,Student_193,CS201,78%,39.25938997594875,62.404723190948054,64.69318120365028,64.54648617182342,45.34122250262212,10.0,Yes
STU1194,Student_194,CS102,56%,54.89023572535288,44.1144207938283,37.86126315415081,44.02631004774105,43.02137756738354,7.704802996624106,Yes
STU1195,Student_195,CS101,77%,68.0466782767601,66.2493581899913,53.68941949830415,58.1857145093937,29.59586532951793,6.952017673031837,Yes
STU1196,Student_196,CS102,80%,50.86084795194636,56.46492025690065,73.1311521035931,66.39207515245427,63.66212127216171,7.777020458797363,No
STU1197,Student_197,CS102,61%,27.353608526303002,44.64033828064199,49.14948878697592,63.58011873273517,42.97700097982379,5.479310565705456,Yes
STU1198,Student_198,CS102,77%,69.81345721363837,50.412988739663476,67.11310215199936,70.66408701542211,62.656257659015104,6.042578942234023,No
STU1199,Student_199,CS101,75%,51.80761704498395,53.53385602002183,60.913365006904996,60.15844734131772,56.509004819010464,9.300620861916638,Yes
STU1200,Student_200,CS201,57%,51.24097400527911,45.57447296188121,46.45651189681801,52.489831894621744,56.283402341796126,6.514658581542906,Yes
STU1001,Student_1,CS201,82%,62.14047201325654,48.691864604305024,72.20199490030913,77.81932226466748,80.7910691067444,7.687836753971861,No
STU1002,Student_2,CS201,72%,57.18259367789188,50.32352219270312,51.61584227078117,58.223820544017165,64.53419859137227,6.855891688312121,Yes
STU1003,Student_3,CS201,84%,73.06338585763488,63.580918227826224,75.13915753867617,72.82231917608821,60.311050920219884,7.683446254548426,No
STU1004,Student_4,CS201,97%,83.95827355066163,73.84376960828907,91.54065761808891,78.64547740404838,55.83184974373869,8.314947043554582,No
STU1005,Student_5,CS102,71%,35.26842752234796,50.398360021758116,60.14571051077036,57.65843090347185,60.02426523402942,7.573290105488557,Yes
